Марка,Модель,Годы выпуска,Номер кузова,Объём двигателя (L),Вид топлива,Мощность (ps),Ёмкость батареи (kWh)
Škoda,Octavia III,2013–2020,5E,1.4 L,Бензин,150,
Škoda,Octavia IV,2020–н.в.,NX,1.5 L,Бензин,150,
Škoda,Octavia IV iV,2020–н.в.,NX,1.4 L,Гибрид,204,13
Škoda,Superb I,2001–2008,3U,2.8 L,Бензин,200,
Škoda,Superb II,2008–2015,3V,3.6 L,Бензин,260,
Škoda,Superb III,2015–2023,NP,2.0 L,Бензин,190,
Škoda,Superb IV,2023–н.в.,NP,2.0 L,Бензин,265,
Škoda,Superb iV,2019–2023,NP,1.4 L,Гибрид,218,13
Škoda,Fabia I,1999–2007,6Y,1.4 L,Бензин,105,
Škoda,Fabia II,2007–2014,5J,1.6 L,Бензин,105,
Škoda,Fabia III,2014–2021,NJ,1.0 L,Бензин,110,
Škoda,Fabia IV,2021–н.в.,PJ,1.0 L,Бензин,95,
Škoda,Roomster,2006–2015,5J,1.6 L,Бензин,105,
Škoda,Yeti,2009–2017,5L,2.0 L,Бензин,170,
Škoda,Kamiq,2019–н.в.,,1.0 L,Бензин,110,
Škoda,Karoq,2017–н.в.,NU,1.5 L,Бензин,150,
Škoda,Kodiaq,2016–2023,NS,2.0 L,Бензин,180,
Škoda,Kodiaq II,2023–н.в.,NS,2.0 L,Бензин,265,
Škoda,Enyaq iV,2020–н.в.,MQB,0.0 L,Электро,286,82
Škoda,Enyaq Coupé iV,2022–н.в.,MQB,0.0 L,Электро,286,82
Škoda,Enyaq RS iV,2023–н.в.,MQB,0.0 L,Электро,435,82
Spyker,C8 Spyder,2000–2003,,4.2 L,Бензин,400,
Spyker,C8 Spyder T,2003–2005,,4.2 L,Бензин,525,
Spyker,C8 Laviolette,2001–2007,,4.2 L,Бензин,400,
Spyker,C8 Laviolette Long Wheelbase,2007–2008,,4.2 L,Бензин,400,
Spyker,C8 Aileron,2009–2012,,4.2 L,Бензин,400,
Spyker,C8 Aileron Spyder,2010–2012,,4.2 L,Бензин,400,
Spyker,C8 Preliator,2016–2019,,5.0 L,Бензин,525,
Spyker,C8 Preliator Spyder,2017–2019,,5.0 L,Бензин,525,
Talbot,Sunbeam,1977–1981,,1.6 L,Бензин,150,
Talbot,Sunbeam Lotus,1979–1981,,2.2 L,Бензин,150,
Talbot,Horizon,1979–1987,,1.6 L,Бензин,90,
Talbot,Solara,1980–1986,,1.6 L,Бензин,90,
Talbot,Tagora,1980–1983,,2.2 L,Бензин,125,
Talbot,Samba,1981–1986,,1.1 L,Бензин,60,
Tatra,T603,1956–1975,,2.5 L,Бензин,100,
Tatra,T613,1974–1996,,3.5 L,Бензин,170,
Tatra,T700,1996–1999,,4.3 L,Бензин,200,
Tatra,Phoenix,1993–н.в.,,2.3 L,Дизель,116,
Toroidion,1MW Concept,2017–н.в.,,0.0 L,Электро,1341,100
Trabant,601,1964–1990,,0.6 L,Двухтактный,26,
TVR,Griffith,1991–2002,,5.0 L,Бензин,400,
TVR,Tuscan,1969–1971,,2.5 L,Бензин,135,
TVR,2000M/2500M,1972–1979,,3.0 L,Бензин,138,
TVR,Taimar,1976–1979,,3.0 L,Бензин,138,
TVR,Series 1,1949–1954,,1.2 L,Бензин,42,
TVR,Grantura,1958–1967,,2.0 L,Бензин,100,
TVR,Vixen,1967–1972,,1.6 L,Бензин,95,
TVR,1600M,1970–1972,,1.6 L,Бензин,95,
Vencer,Sarthe,2013–н.в.,,6.3 L,Бензин,800,
Vencer,Sarthe Roadster,2015–н.в.,,6.3 L,Бензин,800,
Volkswagen,Golf I,1974–1983,Typ 17,1.1 L,Бензин,50,
Volkswagen,Golf II,1983–1992,Typ 19,1.6 L,Бензин,70,
Volkswagen,Golf III,1991–1998,Typ 1H,2.0 L,Бензин,150,
Volkswagen,Golf IV,1997–2003,Typ 1J,1.8 L,Бензин,150,
Volkswagen,Golf V,2003–2009,Typ 1K,2.0 L,Бензин,200,
Volkswagen,Golf VI,2009–2012,Typ 5K,1.4 L,Бензин,160,
Volkswagen,Golf VII,2012–2020,Typ 5G,1.4 L,Бензин,125,
Volkswagen,Golf VII,2012–2020,Typ 5G,2.0 L,Дизель,150,
Volkswagen,Golf VIII,2020–н.в.,Typ 8,1.5 L,Бензин,150,
Volkswagen,Passat B1,1973–1980,B1,1.3 L,Бензин,60,
Volkswagen,Passat B2,1981–1988,B2,1.8 L,Бензин,90,
Volkswagen,Passat B3,1988–1993,B3,2.0 L,Бензин,136,
Volkswagen,Passat B4,1993–1996,B4,1.9 L,Дизель,90,
Volkswagen,Passat B5,1996–2000,B5,1.8 L,Бензин,150,
Volkswagen,Passat B6,2005–2010,B6,2.0 L,Бензин,200,
Volkswagen,Passat B7,2010–2015,B7,2.0 L,Дизель,140,
Volkswagen,Passat B8,2015–2023,B8,2.0 L,Бензин,150,
Volkswagen,Passat B8,2015–2023,B8,2.0 L,Дизель,150,
Volkswagen,Passat B9,2023–н.в.,B9,1.5 L,Бензин,150,
Volkswagen,Passat B9,2023–н.в.,B9,0.0 L,Электро,286,85
Volkswagen,Polo I,1975–1981,Typ 86,0.9 L,Бензин,40,
Volkswagen,Polo II,1981–1990,Typ 86C,1.3 L,Бензин,54,
Volkswagen,Polo III,1994–2001,Typ 6N,1.4 L,Бензин,75,
Volkswagen,Polo IV,2001–2009,Typ 9N,1.6 L,Бензин,105,
Volkswagen,Polo V,2009–2017,Typ 6R,1.2 L,Бензин,70,
Volkswagen,Polo VI,2017–н.в.,Typ AW,1.0 L,Бензин,95,
Volkswagen,Scirocco I,1974–1981,Typ 53,1.1 L,Бензин,50,
Volkswagen,Scirocco II,1981–1992,Typ 53,1.8 L,Бензин,112,
Volkswagen,Scirocco III,2008–2017,Typ 13,2.0 L,Бензин,210,
Volkswagen,Beetle (New),2011–2019,Typ 5C,2.0 L,Бензин,210,
Volkswagen,Tiguan I,2007–2015,Typ 5N,2.0 L,Бензин,200,
Volkswagen,Tiguan II,2016–2023,Typ 5N,2.0 L,Бензин,190,
Volkswagen,Tiguan II,2016–2023,Typ 5N,2.0 L,Дизель,150,
Volkswagen,Tiguan III,2023–н.в.,Typ 5N,1.5 L,Бензин,150,
Volkswagen,Touareg I,2002–2010,Typ 7L,3.2 L,Бензин,241,
Volkswagen,Touareg II,2010–2018,Typ 7P,3.6 L,Бензин,280,
Volkswagen,Touareg III,2018–н.в.,Typ CR,3.0 L,Бензин,340,
Volkswagen,Touareg III,2018–н.в.,Typ CR,3.0 L,Дизель,286,
Volkswagen,Arteon,2017–2023,Typ 3H,2.0 L,Бензин,280,
Volkswagen,Arteon,2017–2023,Typ 3H,2.0 L,Дизель,190,
Volkswagen,Arteon R,2020–2023,Typ 3H,2.0 L,Бензин,320,
Volkswagen,T-Roc,2017–н.в.,Typ A1,1.5 L,Бензин,150,
Volkswagen,T-Cross,2019–н.в.,Typ C1,1.0 L,Бензин,110,
Volkswagen,ID.3,2020–н.в.,,0.0 L,Электро,204,58
Volkswagen,ID.3 Pro S,2020–н.в.,,0.0 L,Электро,204,77
Volkswagen,ID.4,2021–н.в.,,0.0 L,Электро,204,77
Volkswagen,ID.5,2022–н.в.,,0.0 L,Электро,299,82
Volkswagen,ID.7,2024–н.в.,,0.0 L,Электро,286,86
Volkswagen,ID.Buzz,2022–н.в.,,0.0 L,Электро,204,85
Volkswagen,Phaeton,2002–2016,D1,6.0 L,Бензин,450,
Volkswagen,Sharan,1995–2022,Typ 7M,2.0 L,Бензин,140,
Volvo,240,1974–1993,240,2.3 L,Бензин,116,
Volvo,740,1982–1992,740,2.3 L,Бензин,160,
Volvo,760,1982–1990,760,2.8 L,Бензин,170,
Volvo,850,1991–1996,850,2.5 L,Бензин,222,
Volvo,S40 I,1995–2004,MS,2.0 L,Бензин,140,
Volvo,S40 II,2004–2012,MS2,2.5 L,Бензин,220,
Volvo,S60 I,2000–2009,MS,2.5 L,Бензин,210,
Volvo,S60 II,2010–2018,Y2,3.0 L,Бензин,304,
Volvo,S60 III,2018–н.в.,212,2.0 L,Бензин,250,
Volvo,S60 III Recharge,2019–н.в.,212,2.0 L,Гибрид,455,18.8
Volvo,S70,1996–2000,70,2.4 L,Бензин,170,
Volvo,S80 I,1998–2006,80,2.9 L,Бензин,208,
Volvo,S80 II,2006–2016,802,3.2 L,Бензин,238,
Volvo,S90 I,1996–2005,90,2.9 L,Бензин,208,
Volvo,S90 II,2016–н.в.,213,2.0 L,Бензин,250,
Volvo,S90 II Recharge,2017–н.в.,213,2.0 L,Гибрид,400,18.8
Volvo,V40,2012–2019,,2.0 L,Бензин,180,
Volvo,V60 I,2010–2018,Y2,2.5 L,Бензин,254,
Volvo,V60 II,2018–н.в.,222,2.0 L,Дизель,190,
Volvo,V60 II Recharge,2019–н.в.,222,2.0 L,Гибрид,455,18.8
Volvo,V70 I,1996–2000,70,2.4 L,Бензин,170,
Volvo,V70 II,2000–2007,702,2.5 L,Бензин,210,
Volvo,V70 III,2007–2016,703,3.2 L,Бензин,238,
Volvo,V90,2016–н.в.,223,2.0 L,Дизель,190,
Volvo,V90 Cross Country,2016–н.в.,223,2.0 L,Бензин,250,
Volvo,XC40,2017–н.в.,214,2.0 L,Бензин,190,
Volvo,XC40 Recharge,2020–н.в.,214,0.0 L,Электро,408,78
Volvo,C40 Recharge,2021–н.в.,224,0.0 L,Электро,408,78
Volvo,XC60 I,2008–2017,146,3.2 L,Бензин,240,
Volvo,XC60 II,2017–н.в.,216,2.0 L,Бензин,250,
Volvo,XC60 II Recharge,2017–н.в.,216,2.0 L,Гибрид,400,18.8
Volvo,XC70 I,2000–2007,70,2.5 L,Бензин,210,
Volvo,XC70 II,2007–2016,702,3.2 L,Бензин,238,
Volvo,XC90 I,2002–2014,145,2.9 L,Бензин,210,
Volvo,XC90 II,2015–н.в.,215,2.0 L,Бензин,250,
Volvo,XC90 II Recharge,2017–н.в.,215,2.0 L,Гибрид,400,18.8
Volvo,EX30,2023–н.в.,,0.0 L,Электро,428,69
Volvo,EX90,2024–н.в.,,0.0 L,Электро,517,100
Wartburg,353,1966–1988,,1.0 L,Двухтактный,50,
Wiesmann,MF3,1999–2009,,3.2 L,Бензин,286,
Wiesmann,MF3 SL,2003–2009,,3.2 L,Бензин,286,
Wiesmann,MF4,2003–2011,,4.8 L,Бензин,367,
Wiesmann,MF4-S,2006–2011,,4.8 L,Бензин,420,
Wiesmann,MF5,2008–2013,,5.0 L,Бензин,555,
Wiesmann,MF30,2009–2013,,3.0 L,Бензин,272,
Wiesmann,GT MF4,2009–2013,,4.8 L,Бензин,367,
Wiesmann,GT MF5,2009–2013,,5.0 L,Бензин,555,
Wiesmann,Project Thunderball,2024–н.в.,,0.0 L,Электро,680,79.4
Zastava,750,1955–1985,,0.7 L,Бензин,25,
Zastava,101,1971–2008,,1.1 L,Бензин,55,
Zastava,Yugo 45,1980–2008,,0.9 L,Бензин,45,
Zenvo,TSR-S,2018–н.в.,,5.8 L,Бензин,1184,
Zenvo,TSR-GT,2020–н.в.,,5.8 L,Бензин,1184,
Zenvo,TS1 GT 10th Anniversary,2017–2019,,5.9 L,Бензин,1163,
Zenvo,TS1 GT Agil,2019–2021,,5.8 L,Бензин,1184,
Zenvo,TS1 GT Turismo,2019–2021,,5.8 L,Бензин,1184,
Zenvo,Aurora Turismo,2023–н.в.,,6.6 L,Бензин,1450,
Zenvo,Aurora Agil,2023–н.в.,,6.6 L,Бензин,1450,
Zenvo,Aurora Hybrid,2024–н.в.,,6.6 L,Гибрид,1850,25
